url,title,description,content
https://dantri.com.vn/phap-luat/tai-xe-xe-buyt-bi-hanh-khach-danh-khi-xe-dang-chay-tren-quoc-lo-20251210213552458.htm,Tài xế xe buýt bị hành khách đánh khi xe đang chạy trên quốc lộ,"(Dân trí) - Một tài xế xe buýt ở Nghệ An bất ngờ bị hành khách lao lên đánh trong khi xe đang chạy trên quốc lộ, khiến nhiều người hoảng sợ.","Chiều tối 10/12, clip dài hơn 2 phút ghi lại cảnh một tài xế xe buýt ở Nghệ An bị hành khách lao lên đánh đập khi xe đang lưu thông trên quốc lộ đã lan truyền nhanh chóng trên mạng xã hội, gây bức xúc trong dư luận.
Theo nội dung clip, một người đàn ông được cho là hành khách trên tuyến xe buýt đã lao người lên sát ghế lái, lớn tiếng quát tháo.
Trong lúc tài xế đang điều khiển xe, người đàn ông này bất ngờ vung tay đánh liên tiếp vào vùng đầu và mặt tài xế. Tình huống xảy ra quá nhanh khiến tài xế không kịp phản ứng, trong khi phương tiện vẫn đang lưu thông trên đường.
Tài xế xe buýt N.V.T. bị hành khách hành hung khi đang lái xe (Ảnh: Cắt từ clip).
Nhiều hành khách hoảng hốt đứng dậy can ngăn và đề nghị tài xế dừng xe để tránh nguy hiểm cho mọi người. Sự việc được xác định xảy ra trên tuyến xe buýt số 32, hãng xe buýt T.T. chạy tuyến Tân Kỳ - thành phố Vinh (cũ), Nghệ An vào chiều cùng ngày.
Người bị hành hung là ông N.V.T. (SN 1976, trú tại xã Kim Liên, Nghệ An), một tài xế có nhiều năm kinh nghiệm điều khiển xe buýt.
Trao đổi với phóng viên, ông T. cho biết vụ việc xảy ra khoảng 15h cùng ngày. Khi xe đến địa phận xã Lương Sơn, huyện Đô Lương cũ, có 3 hành khách lên xe, gồm 2 phụ nữ và một người đàn ông.
“Người đàn ông lên sau cùng nên tôi có nhắc nhanh chân để xe khỏi muộn giờ. Lập tức anh ta chửi bới rồi dùng tay đánh vào đầu, vào mặt tôi. May lúc đó xe đang chạy chậm nên tôi kịp xử lý và dừng lại bên đường”, ông T. kể lại.
Theo tài xế T., sau khoảng 10 phút, một số người nhà của nam hành khách xuất hiện, đề nghị mở cửa xe để đưa người này xuống. Người thân cũng tìm cách can ngăn và xin lỗi tài xế. Sau khi ổn định tình hình, ông T. tiếp tục điều khiển xe buýt rời đi.
Tối cùng ngày, ông T. đã đến Công an xã Lương Sơn để trình báo sự việc. Tài xế bày tỏ mong muốn cơ quan chức năng xử lý nghiêm hành vi gây nguy hiểm trong quá trình vận chuyển hành khách.
“Việc hành hung tài xế khi xe đang chạy rất nguy hiểm. Không chỉ ảnh hưởng đến tính mạng tôi mà còn hàng chục người trên xe. Tôi mongpháp luậtcó biện pháp răn đe để những trường hợp tương tự không tái diễn”, ông T. chia sẻ.
Trao đổi với phóng viênDân trí, lãnh đạo hãng xe buýt T.T. cho biết, đơn vị đã báo cáo cơ quan công an địa phương để vào cuộc xác minh."
https://dantri.com.vn/phap-luat/tim-thay-loai-ma-tuy-cuc-doc-trong-vu-toi-pham-no-sung-ban-cong-an-o-ha-noi-20251210131622387.htm,Tìm thấy loại ma túy cực độc trong vụ tội phạm nổ súng bắn công an ở Hà Nội,"(Dân trí) - Theo Cục C04, đối tượng cầm đầu ổ nhóm ma túy tại đường Bạch Đằng, phường Hồng Hà, TP Hà Nội, khai nhận thời điểm bị cảnh sát đột kích, chúng đang sử dụng ma túy loại fentanyl.","Ngày 10/12, Cục Cảnh sát điều tra tội phạm về ma túy (C04 Bộ Công an) thông tin về quá trình điều tra ổ nhóm ma túy tại đường Bạch Đằng, phường Hồng Hà, TP Hà Nội.
Theo Cục C04, đêm 23, rạng sáng 24/11, Cục phối hợp với các đơn vị nghiệp vụ đã triệt phá ổ nhóm này tại căn nhà trong ngõ đường Bạch Đằng. Thời điểm này, các đối tượng cố thủ, dùng súng bắn trả lực lượng chức năng nhằm uy hiếp, kéo dài thời gian để tiêu hủy tang vật...
Các tổ công tác phá 3 lớp cửa, sử dụng lựu đạn khói để đột kích vào bên trong, từ đó khống chế, bắt giữ các đối tượng.
Tang vật cảnh sát thu giữ (Ảnh: VTV).
Quá trình bị vây bắt, có 2 đối tượng đã trèo lên mái các nhà lân cận hòng tẩu thoát. Tuy nhiên, cảnh sát đã sử dụng flycam để truy tìm và tóm gọn các đối tượng.
Tại hiện trường, lực lượng chức năng thu giữ 3 súng quân dụng, 1 quả lựu đạn, nhiều gói ma túy nước vui, bình khí bóng cười và nhiều ma túy khác nhau, trong đó có 6 lọ nước nghi ma túy cực độc.
Khám xét nhà một đối tượng liên quan, cơ quan công an tiếp tục thu giữ khoảng 48.000 viên ma túy tổng hợp và 1kg ma túy đá.
Tại cơ quan điều tra, đối tượng cầm đầu Nguyễn Văn Tuấn (31 tuổi) khai để tạo độ “phê” khi sử dụng ma túy, đối tượng mua 10 lọ fentanyl với giá hơn 7 triệu đồng.
Khi bị công an đột kích, Tuấn đã sử dụng hết 4 lọ.
Theo Cục C04, sau thời gian giám định, Trung tâm Giám định ma túy Viện Khoa học hình sự (Bộ Công an) đã kết luận loại ma túy fentanyl là cực độc.
Liên quan đến chất ma túy này, ngày 9/11/2024, tại một khu đô thị ở Gia Lâm (Hà Nội), 2 đối tượng đã tử vong vì sốc khi sử dụng fentanyl.
Fentanyl là chất thuộc nhóm thuốc giảm đau opioid, có nguồn gốc từ thuốc phiện, có tác dụng giảm đau rất mạnh (gấp 100 lần morphine, 50 lần heroin).
Thuốc được sử dụng có kiểm soát trong y tế tại nhiều nước dưới dạng tiêm, truyền dịch, xịt mũi, đặt miệng hoặc miếng dán.
Tuy nhiên, fentanyl cũng bị tổng hợp trái phép và sử dụng như ma túy, thường được trộn với heroin, cocain hoặc ma túy tổng hợp để tăng độ phê.
Fentanyl (Ảnh: Công an cung cấp).
Do độc tính rất mạnh, nguy cơ tử vong với người sử dụng bất hợp pháp cao hơn nhiều so với heroin, fentanyl và một số dẫn xuất đã được đưa vào Bảng I - Danh mục cần kiểm soát theo Công ước quốc tế 1961 của Liên hợp quốc.
Cục C04 cho biết fentanyl gây nghiện mạnh và là nguyên nhân hàng đầu gây tử vong do dùng quá liều tại Mỹ và một số nước. Đây là loại ma túy mới mà Mỹ mất 7 năm mới phát hiện đầy đủ đặc tính.
Tại Việt Nam, fentanyl được xếp vào Danh mục II theo Nghị định 57/2022/NĐ-CP, dùng hạn chế trong phân tích, nghiên cứu, y tế.
Để phòng ngừa hiểm họa fentanyl, Cục C04 đã yêu cầu công an các đơn vị, địa phương tăng cường tuyên truyền tại trường học, khu công nghiệp, khu vực nguy cơ cao; cảnh báo về các loại ma túy mới “núp bóng” thực phẩm, đồ uống, thuốc lá, thảo mộc, bóng cười; đồng thời vận động người dân kịp thời tố giác tội phạm."
https://dantri.com.vn/phap-luat/sap-xet-xu-le-trung-khoa-pham-quang-thien-va-dong-pham-20251210141109254.htm,"Sắp xét xử Lê Trung Khoa, Phạm Quang Thiện và đồng phạm","(Dân trí) - Dự kiến ngày 31/12, Tòa án nhân dân TP Hà Nội sẽ mở phiên tòa hình sự sơ thẩm xét xử bị cáo Lê Trung Khoa, Phạm Quang Thiện và đồng phạm.","Ngày 10/12, Tòa án nhân dân TP Hà Nội đã ra quyết định ngày 31/12, sẽ mở phiên tòa hình sự sơ thẩm xét xử bị cáo Lê Trung Khoa và 3 bị cáo khác về tội Làm, tàng trữ, phát tán hoặc tuyên truyền thông tin, tài liệu, vật phẩm nhằm chống Nhà nước Cộng hòa xã hội chủ nghĩa Việt Nam.
Bị cáo Lê Trung Khoa đang ở nước ngoài và sẽ bị xét xử vắng mặt. Tòa án nhân dân TP Hà Nội kêu gọi bị cáo này ra đầu thú và có mặt tại phiên tòa để thực hiện quyền tự bào chữa theo quy định của pháp luật.
Ba bị cáo khác bị đưa ra xét xử gồm: Đỗ Văn Ngà (48 tuổi), Huỳnh Bảo Đức (41 tuổi), Phạm Quang Thiện (47 tuổi).
Bị cáo Lê Trung Khoa và Phạm Quang Thiện (Ảnh: Nguyễn Hưng).
Trước đó ngày 8/11, Lê Trung Khoa bị Cơ quan An ninh điều tra Bộ Công an khởi tố về tội Làm, tàng trữ, phát tán hoặc tuyên truyền thông tin, tài liệu, vật phẩm nhằm chống Nhà nước Cộng hòa xã hội chủ nghĩa Việt Nam.
Ngày 4/12, Cơ quan An ninh điều tra bắt tạm giam bị can Phạm Quang Thiện (cựu Giám đốc Trung tâm Công nghệ và Truyền thông đa phương tiện thuộc Cổng Thông tin điện tử Chính phủ) để điều tra về tội Làm, tàng trữ, phát tán hoặc tuyên truyền thông tin, tài liệu, vật phẩm nhằm chống Nhà nước Cộng hòa xã hội chủ nghĩa Việt Nam.
Ngày 7/12, Cơ quan An ninh điều tra ra kết luận, đề nghị truy tố Lê Trung Khoa và các đồng phạm.
Ngày 9/12, Viện Kiểm sát nhân dân tối cao ra cáo trạng truy tố Lê Trung Khoa và đồng phạm, đồng thời chuyển hồ sơ cho Tòa án nhân dân TP Hà Nội để xét xử các bị cáo.
Cũng trong ngày 31/12, Tòa án nhân dân TP Hà Nội sẽ xét xử bị cáo Nguyễn Văn Đài (đang ở nước ngoài, hiện vẫn có quốc tịch Việt Nam) cùng về tội Làm, tàng trữ, phát tán hoặc tuyên truyền thông tin, tài liệu, vật phẩm nhằm chống Nhà nước Cộng hòa xã hội chủ nghĩa Việt Nam.
Tòa án nhân dân TP Hà Nội kêu gọi bị cáo Đài ra đầu thú, có mặt tại phiên tòa để thực hiện quyền tự bào chữa theo quy định của pháp luật."
https://dantri.com.vn/phap-luat/hai-nguoi-bi-xu-ly-vi-tung-tin-bia-dat-ve-vu-an-doan-van-sang-o-lang-son-20251210233227457.htm,Hai người bị xử lý vì tung tin bịa đặt về vụ án Đoàn Văn Sáng ở Lạng Sơn,"(Dân trí) - Theo Công an xã Hữu Lũng (Lạng Sơn), liên quan đến vụ án Đoàn Văn Sáng giết người xảy ra trên địa bàn, mạng xã hội xuất hiện nhiều thông tin bịa đặt, chưa được kiểm chứng, gây hoang mang dư luận.","Ngày 10/12, Công an xã Hữu Lũng, tỉnh Lạng Sơn cho biết, đơn vị mới xử lý các trường hợp đăng tải thông tin sai sự thật, bịa đặt về bản chất của vụ việc khi chưa có thông tin chính thức từ cơ quan có thẩm quyền lên không gian mạng.
Theo Công an xã Hữu Lũng, liên quan đến vụ án Đoàn Văn Sáng giết người xảy ra trên địa bàn, mạng xã hội xuất hiện nhiều thông tin bịa đặt, suy diễn, chưa được kiểm chứng, gây hoang mang dư luận và ảnh hưởng đến quá trình điều tra của công an.
Trước tình hình trên, Công an xã Hữu Lũng đã chủ động nắm tình hình, xác minh, làm rõ hành vi và xử lý 2 trường hợp đăng tải, chia sẻ thông tin sai sự thật theo quy định của pháp luật, góp phần kịp thời ổn định dư luận, đảm bảo an ninh trật tự và tạo điều kiện thuận lợi cho công tác điều tra vụ án hình sự.
Cụ thể, Công an xã Hữu Lũng đã làm việc với N.V.A.. Quá trình làm việc, A. đã thừa nhận hành vi phát ngôn những thông tin không chính thống, chưa được kiểm chứng liên quan đến diễn biến vụ việc xảy ra trên địa bàn xã, gây hoang mang nhân dân.
Theo quy định của pháp luật, N.V.A. bị xử phạt hành chính số tiền 7.,5 triệu đồng và buộc gỡ bỏ luồng livestream đã phát trực tiếp trên trang Facebook cá nhân ngày 29/11.
Đối với trường hợp T.L. có hành vi livestream với tiêu đề ""dựng lại hiện trường"". Công an đã mời T.L. lên làm việc, yêu cầu gỡ bỏ luồng livestream và cam kết không tái phạm.
Công an xã Hữu Lũng khuyến cáo người dân không đăng tải, chia sẻ, bình luận các thông tin chưa được kiểm chứng, mang tính suy diễn, bịa đặt liên quan đến các vụ việc xảy ra trên địa bàn.
Công an xã Hữu Lũng làm việc với đối tượng tung tin bịa đặt về vụ án mạng liên quan đến đối tượng Đoàn Văn Sáng (Ảnh: Công an xã Hữu Lũng).
Người dân chỉ tiếp nhận thông tin từ các nguồn chính thống do cơ quan chức năng cung cấp.
Khi phát hiện các thông tin sai sự thật, người dân kịp thời thông báo cho công an xã hoặc cơ quan chức năng nơi gần nhất để được xử lý theo quy định.
Mỗi người dân cần nâng cao ý thức chấp hành pháp luật, góp phần giữ vững an ninh trật tự và tạo điều kiện thuận lợi cho cơ quan công an trong quá trình điều tra, xử lý vụ việc.
Công an xã Hữu Lũng cam kết xử lý nghiêm mọi hành vi vi phạm, đảm bảo an ninh trật tự.
Trước đó, vào chiều 3/12, Công an tỉnh Lạng Sơn tổ chức hội nghị thông tin chính thức về kết quả điều tra, khám phá vụ án đang gây chú ý dư luận những ngày qua, để kịp thời định hướng, ổn định tình hình trật tự xã hội.
Thông tin về kết quả điều tra, truy xét ban đầu, Thượng tá Vũ Thanh Tùng, Giám đốc Công an tỉnh Lạng Sơn cho biết, thông qua công tác nắm tình hình trên không gian mạng phát hiện những hình ảnh, video vụ việc giết người gây xôn xao dư luận.
Ngay sau đó, Giám đốc Công an tỉnh Lạng Sơn đã báo cáo Bộ Công an và tiến hành điều tra, làm rõ vụ án.
Trụ sở Đội Quản lý thị trường số 4, nơi Sáng thực hiện hành vi giết người (Ảnh: Nguyễn Hải).
Qua điều tra xác định nạn nhân là anh Nguyễn Xuân Đạt (36 tuổi, trú tỉnh Hưng Yên) và đối tượng gây án là Đoàn Văn Sáng (nguyên là Phó Đội trưởng Đội Quản lý thị trường số 4, tỉnh Lạng Sơn).
Điều tra ban đầu xác định, khoảng năm 2020, Sáng quen Đạt qua nền tảng mạng xã hội.
Ngày 25/1, Sáng đã gọi điện thoại và thống nhất với Đạt để Đạt đến trụ sở Đội Quản lý thị trường số 4 tỉnh Lạng Sơn (nơi làm việc của Sáng). Tại đây, Sáng đã thực hiện hành vi giết Đạt.
Sau khi gây án Sáng có nhiều hành vi tẩy, xóa dấu vết, phi tang thi thể nhằm mục đích che giấu hành vi phạm tội, đối phó với cơ quan chức năng."
https://dantri.com.vn/phap-luat/thieu-nien-16-tuoi-o-ha-noi-len-mang-mua-3-khau-sung-100-vien-dan-20251210225202330.htm,"Thiếu niên 16 tuổi ở Hà Nội lên mạng mua 3 khẩu súng, 100 viên đạn","(Dân trí) - Tại nhà, N.Đ.H. (16 tuổi) cất giấu 3 khẩu súng và 100 viên đạn kim loại. H. khai mua số vũ khí trên qua mạng xã hội.","Ngày 11/12, Công an TP Hà Nội cho biết Phòng Cảnh sát hình sự đang phối hợp với Công an xã Gia Lâm đang điều tra, xử lý một trường hợp bị phát hiện tàng trữ vũ khí.
Đối tượng và tang vật (Ảnh: Công an Hà Nội).
Theo cơ quan chức năng, khoảng 22h ngày 9/12, tổ công tác Y15/141 làm nhiệm vụ tuần tra trên tuyến đường Thành Trung - Lý Thánh Tông (xã Gia Lâm), phát hiện một nam thanh niên điều khiển xe máy có biểu hiện nghi vấn nên tiến hành kiểm tra.
Đấu tranh khai thác, đối tượng, N.Đ.H. (16 tuổi, trú tại Gia Lâm, Hà Nội), khai nhận tại nhà có cất giấu nhiều súng và đạn.
Rà soát nơi ở của đối tượng, tổ công tác thu giữ một khẩu súng tự chế bằng kim loại, một khẩu súng có gắn ống ngắm, một khẩu súng dạng côn xoay cùng 100 viên đạn kim loại."
https://dantri.com.vn/phap-luat/hon-30000-hoc-sinh-sinh-vien-tham-gia-truong-hoc-khong-ma-tuy-mua-3-20251210225818597.htm,"Hơn 30.000 học sinh, sinh viên tham gia “Trường học không ma túy” mùa 3","(Dân trí) - Theo Cục C04, “Trường học không ma túy” với sự tham gia của hơn 30.000 học sinh, sinh viên đã lan tỏa mạnh mẽ của thông điệp “Không thử, không giữ, không sử dụng ma túy dù chỉ một lần”.","Tối 10/12, Cục Cảnh sát điều tra tội phạm về ma túy (C04, Bộ Công an), Vụ Học sinh, Sinh viên (Bộ Giáo dục và Đào tạo) và Ban Chuyên đề - Khoa giáo Đài Truyền hình Việt Nam phối hợp tổ chức gala tổng kết “Trường học không ma túy” mùa 3 năm 2025, với chủ đề “Kiến tạo tương lai không ma túy”.
Theo Cục C04, sau 3 năm, quy mô chương trình đã mở rộng với 30 cuộc thi tại 12 tỉnh thành, thu hút 90 trường THPT, cao đẳng, đại học và hơn 30.000 học sinh, sinh viên tham gia.
Những con số này cho thấy sức lan tỏa mạnh mẽ của thông điệp “Không thử, không giữ, không sử dụng ma túy dù chỉ một lần”.
Gala tổng kết “Trường học không ma túy” mùa 3 năm 2025 (Ảnh: C04).
Điểm mới nổi bật của mùa 3 là việc đưa vào các dự án thực tế dành cho sinh viên.
Đại diện Trường Đại học Thủy lợi, Đại học Y dược (Đại học Thái Nguyên) và Đại học Kinh tế -Tài chínhTPHCM đã chia sẻ nhiều mô hình sáng tạo, ứng dụng công nghệ và truyền thông đa nền tảng.
Bên cạnh đó, phần thi tài năng của học sinh phổ thông tiếp tục để lại cảm xúc mạnh, đặc biệt là tiết mục tái hiện cuộc chiến chống ma túy của Trường THPT Sông Lô (Tuyên Quang).
Gala còn thu hút sự chú ý bởi sự góp mặt của nhiều nghệ sĩ. Trong đó, tiểu phẩm “Liều thuốc giải stress đặc biệt” của diễn viên Cường Cá và nhạc sĩ Nguyễn Văn Chung đã gửi gắm thông điệp sâu sắc về cái giá của những “đường tắt” đầy rủi ro.
Gala kết thúc bằng phần vinh danh các đơn vị đồng hành và ca khúc “Sẽ chiến thắng”, như lời khẳng định về quyết tâm chung tay xây dựng môi trường học đường an toàn, không ma túy."
https://dantri.com.vn/phap-luat/bo-cong-an-chi-dao-mo-rong-dieu-tra-vu-doan-van-sang-20251210205453324.htm,Bộ Công an chỉ đạo mở rộng điều tra vụ Đoàn Văn Sáng,"(Dân trí) - Lãnh đạo Bộ Công an đề nghị Công an tỉnh Lạng Sơn tiếp tục phối hợp chặt chẽ với các lực lượng liên quan để điều tra mở rộng, củng cố tài liệu, chứng cứ liên quan vụ Đoàn Văn Sáng giết người.","Ngày 10/12, Bộ Công an cho biết Thượng tướng Nguyễn Văn Long, Thứ trưởng Bộ Công an, đã gửi Thư khen Công an tỉnh Lạng Sơn vì thành tích nhanh chóng điều tra và khởi tố đối tượng gây ra vụ án giết người với tính chất man rợ tại xã Hữu Lũng, tỉnh Lạng Sơn.
Trong thư khen, Thượng tướng Nguyễn Văn Long nêu rõ, qua công tác nắm tình hình trên không gian mạng, Công an tỉnh Lạng Sơn phát hiện thông tin về vụ giết người đặc biệt nghiêm trọng và đã khẩn trương phối hợp với các đơn vị nghiệp vụ triển khai đồng bộ các biện pháp công tác.
Đoàn Văn Sáng (Ảnh: Bộ Công an).
Lực lượng chức năng nhanh chóng xác định, bắt giữ và khởi tố đối tượng gây án, đồng thời thu giữ nhiều vật chứng quan trọng.
Lãnh đạo Bộ đánh giá đây là chiến công xuất sắc, thể hiện quyết tâm, tinh thần trách nhiệm cao và sự sắc bén nghiệp vụ của Công an tỉnh Lạng Sơn trong thực hiện chỉ đạo của Đảng ủy Công an Trung ương và Bộ Công an về phòng ngừa, đấu tranh với tội phạm đặc biệt nghiêm trọng.
Việc khám phá nhanh vụ án góp phần trấn an dư luận, giữ vững an ninh, trật tự và củng cố niềm tin của nhân dân đối với lực lượng công an.
Thay mặt Đảng ủy Công an Trung ương và lãnh đạo Bộ Công an, Thứ trưởng Nguyễn Văn Long ghi nhận, biểu dương thành tích của Công an tỉnh Lạng Sơn.
Ông đề nghị đơn vị tiếp tục phối hợp chặt chẽ với các lực lượng liên quan để điều tra mở rộng, củng cố tài liệu, chứng cứ, xử lý nghiêm các đối tượng theo quy định pháp luật; đồng thời phát huy kết quả đạt được, lập thêm nhiều chiến công, thành tích trong thời gian tới."
https://dantri.com.vn/phap-luat/nguoi-dan-ong-o-lam-dong-tu-vong-tren-ghe-voi-nhieu-vet-chem-20251210192840239.htm,Người đàn ông ở Lâm Đồng tử vong trên ghế với nhiều vết chém,"(Dân trí) - Người dân đến con hẻm ở phường La Gi (Lâm Đồng) và phát hiện ông M. tử vong trong tư thế ngồi trên ghế, cơ thể có nhiều vết thương nghi bị chém.","Ngày 10/12, Cơ quan Cảnh sát điều tra, Công an tỉnh Lâm Đồng, phối hợp cùng Công an phường La Gi và các đơn vị nghiệp vụ khám nghiệm hiện trường, điều tra vụ án mạng xảy ra tại địa phương.
Cơ quan chức năng phong tỏa hiện trường (Ảnh: Trần Nguyên).
Theo thông tin ban đầu, chiều cùng ngày, người dân đến con hẻm trên đường Nguyễn Chí Thanh, phường La Gi, bất ngờ phát hiện ông T.Đ.M. (SN 1975) tử vong trong tư thế ngồi trên ghế. Cơ thể của ông M. có nhiều vết thương nghi bị chém.
Nhận tin báo, cơ quan công an phong tỏa hiện trường, thu thập chứng cứ, điều tra vụ việc."
https://dantri.com.vn/phap-luat/nu-giup-viec-trom-luong-lon-vang-cua-chu-nha-o-tphcm-20251210115617240.htm,Nữ giúp việc trộm lượng lớn vàng của chủ nhà ở TPHCM,"(Dân trí) - Trộm vàng mang đi bán, nữ giúp việc tại TPHCM vẫn ngoan cố khi bị công an triệu tập. Nhà chức trách đã trưng ra các bằng chứng khiến nghi phạm cúi đầu nhận tội.","Ngày 10/12, Công an phường Xuân Hòa (TPHCM) cho biết, đơn vị vừa khám phá vụ trộm cắp vàng với tổng tài sản hơn 200 triệu đồng.
Hiền bị cảnh sát bắt giữ (Ảnh: Công an cung cấp).
Trước đó, sáng 4/12, chị P.T.H. đến Công an phường Xuân Hòa trình báo bị trộm cắp tài sản. Chị H. cho biết, sự việc được phát hiện khi người thân tìm thấy một sợi dây chuyền vàng trong bồn xả nước ở nhà vệ sinh tầng trệt. Chị H. kiểm tra và phát hiện bị mất thêm 3 chiếc lắc vàng.
Bằng các biện pháp nghiệp vụ, Công an phường Xuân Hòa nhận định người có khả năng tiếp cận khu vực phòng ngủ là nữ giúp việc tên Hiền. Nhiều mũi trinh sát vào cuộc truy vết, xác định Hiền đã mang số vàng trộm được tới bán cho một tiệm kim hoàn ở phường Bình Lợi Trung.
Nữ giúp việc trộm vàng của gia chủ đi bán (Ảnh: Công an cung cấp).
Công an phường Xuân Hòa lập tức triệu tập Hiền đến làm việc. Tuy nhiên, người này tỏ ra ngoan cố, không hợp tác, liên tục có lời lẽ thách thức, cho rằng công an không đủ chứng cứ.
Với tinh thần kiên quyết đấu tranh với tội phạm đến cùng, Công an phường Xuân Hòa phối hợp với Phòng Cảnh sát hình sự, Công an TPHCM, tiếp tục thu thập tài liệu, trưng ra bằng chứng khiến đối tượng cúi đầu nhận tội.
Cảnh sát thu hồi số vàng trong vụ trộm (Ảnh: Công an cung cấp).
Bước đầu, Hiền khai lợi dụng sự tin tưởng của gia chủ để trộm cắp. Việc để lại sợi dây chuyền trong bồn nước là hành động bất cẩn trong lúc hoảng loạn nhằm che giấu hành vi phạm tội.
Công an phường Xuân Hòa đã thu hồi toàn bộ tài sản, trao trả bị hại, đồng thời củng cố hồ sơ để xử lý Hiền theo quy định của pháp luật.
Theo Công an phường Xuân Hòa, chiến công này khẳng định tinh thần tấn công, trấn áp tội phạm không khoan nhượng của lực lượng Công an TPHCM nói chung và đơn vị nói riêng, góp phần mang lại sự bình yên, đảm bảo tốt tình hình an ninh trật tự trên địa bàn."
https://dantri.com.vn/phap-luat/nguoi-dan-ghi-hinh-o-to-khach-di-nguoc-chieu-tai-xe-bi-phat-19-trieu-dong-20251210184009289.htm,"Người dân ghi hình ô tô khách đi ngược chiều, tài xế bị phạt 19 triệu đồng","(Dân trí) - Với hành vi chạy ngược chiều trên quốc lộ 1A, tài xế ô tô khách tại Quảng Trị sẽ bị xử phạt hành chính 19 triệu đồng, trừ 4 điểm giấy phép lái xe.","Ngày 10/12, Công an tỉnh Quảng Trị cho biết Phòng Cảnh sátgiao thôngđã lập biên bản để xử phạt tài xế ô tô khách chạy ngược chiều trên quốc lộ.
Theo cơ quan công an, lúc 9h25 ngày 3/12, ô tô khách biển số 73B-006.xx đi ngược chiều trên quốc lộ 1A, đoạn qua địa phận xã Quảng Ninh, tỉnh Quảng Trị.
Ô tô khách chạy ngược chiều trên quốc lộ (Ảnh: Công an Quảng Trị).
Sự việc được người dân ghi lại và gửi cho cơ quan chức năng. Phòng Cảnh sát giao thông, Công an tỉnh Quảng Trị đã làm rõ và xác định tài xế điều khiển ô tô khách là C.X.L. (SN 1979, trú tại xã Tuyên Hóa, tỉnh Quảng Trị).
Quá trình làm việc với công an, tài xế L. thừa nhận hành vi của mình.
Tài xế làm việc với cơ quan công an (Ảnh: Công an Quảng Trị).
Phòng Cảnh sát giao thông, Công an tỉnh Quảng Trị đã lập biên bản vi phạm hành chính và dự kiến phạt tiền 19 triệu đồng, trừ 4 điểm giấy phép lái xe đối với tài xế L.."
